CF (Correct Answer)	Input	Similarity value
standarddeviation	[timeout]	0
sample	sample	1
observations	deviation	0.09633775
observations	observations	1
probability	mean	0.05055491
variability	range	0.07581243
represent|describe|sample	represent	0.5618359
standarddeviation	standard deviation	0
characteristic	probability	0.1125766
range	range	1
standarddeviation	standard deviation	0
observations	probability	0.0985511
sample	sample	1
represent|describe|sample	represent	0.5618359
characteristic	fraction	0.01611251
standarddeviation	standard deviation	0
probability		NA
sample	sample	1
observations	characteristics	0.04812603
represent|describe|sample	represent	0.5618359
observations	observations	1
sample	sample	1
observations	characteristics	0.04812603
sample	sample	1
represent|describe|sample	represent	0.5618359
sample	sample	1
individual|single	probable	-0.01408044
squareroot		NA
3	2	0
represent|describe|sample	represent	0.5618359
standarddeviation	standard deviation	0
observations	observations	1
range	range	1
range	range	1
dividing	mean	0.004203491
1	1	0
represents|describes|shows	meets	0.07743181
represents|describes|shows	represents	0.4684053
normal	standard	0.02859854
range	range	1
normal	normal	1
standarderror	[timeout]	0
units	probabilities	-0.05093266
3	3	0
68	68	0
measure|represent|describe	measure	0.7689974
rootmeansquarederror		NA
range|set	range	0.7634179
expect	expect	1
represent|describe|sample	represent	0.5618359
dividing	dividing	1
probability|likelihood|chance		NA
68	[timeout]	0
individual|single	probable	-0.01408044
represent|describe|sample	represent	0.5618359
normal	normal	1
represents|describes|shows	represents	0.4684053
standarddeviation	standard deviation	0
observation	observation	1
same	probable	-0.05099349
divided	dividing	0.2106339
mean	mean	1
1	1	0
dividing	dividing	1
statistic	term	0.07207274
probability	probability	1
95	68	0
standarddeviation		NA
mean	mean	1
sample	sample	1
variance	mean	0.01016356
observations	variation	0.00726406
3	3	0
samples	observations	0.04512589
characteristic	range	0.07808504
represents|describes|shows	represents	0.4684053
sample	sample	1
observations	observations	1
2	2	0
characteristic	characteristics	0.381796
divided	divided	1
variance	variance	1
population	range	-0.03417082
probability	probability	1
same	sample	0.06675031
represents|describes|shows	represent	0.2677518
standarddeviation	range	0
normal	standard	0.02859854
dividing	dividing	1
density	[timeout]	0.007179775
variability	standard deviation	-0.06004029
individual|single	normal	0.001248968
normal	normal	1
squared		NA
characteristic	range	0.07808504
sample	sample	1
mean	root squared standard error	0.1188113
variable|random		NA
divided	divided	1
probability	probability	1
variance	mean	0.01016356
same	normal	-0.06205643
variability	standard deviation	-0.06004029
standarddeviation	range	0
observations	deviation	0.09633775
68	68	0
represents|describes|shows		NA
99.7	99.7	0
95	95	0
standarddeviation	variance	0
range|set	range	0.7634179
dividing	dividing	1
same	16	0
dividing	[timeout]	-0.06684689
range	[timeout]	0.003927464
divided		NA
standarddeviation	[timeout]	0
rootmeansquarederror	standard deviation	0
3		NA
statistic	number	0.1059846
individual|single	mathmatical	0
standarddeviation	[timeout]	0
sum	[timeout]	0.1130021
mean|samplemean|average	sum	0.1187476
divided	[timeout]	0.09514323
represent|describe|sample	increase	0.04247711
squared	same	0.06891347
3	90 1	0
same	same	1
same	square	0.1056471
range	range	1
observations	numbers	-0.04742211
range	range	1
variance	sum	0.1221402
variance	[timeout]	-0.03662752
variance	number	0.0532395
same	same	1
represent|describe|sample	double	-0.004869193
units	variation	0.0285046
difference	[timeout]	0.04116857
variance	unit	0.06488631
same	same	1
rootmeansquarederror	mean	0
observations	[timeout]	-0.119301
range	[timeout]	0.003927464
sample	unit	0.02348862
range	[timeout]	0.003927464
sample	[timeout]	0.01504148
range	range	1
characteristic	half	-0.1265283
observations	[timeout]	-0.119301
represent|describe|sample	increase	0.04247711
range	range	1
squareroot	sum	0
sample	[timeout]	0.01504148
characteristic	unit	0.01168311
sample	sum	0.1208485
observations	[timeout]	-0.119301
range	range	1
variance	variation	-0.06606006
range	range	1
probability|likelihood|chance	variation	0.07393483
range	range	1
range	range	1
statistic	sum	0.06870704
probability|likelihood|chance	sum	0.09864906
observations	ranges	0.01039533
range	sum	0.04883903
range	sum	0.04883903
represent|describe|sample	[timeout]	-0.02292833
characteristic	variance	-0.0498721
rootmeansquarederror	sample	0
range	sum	0.04883903
range	range	1
squared	same	0.06891347
mean|samplemean|average	difference	0.1131466
measure|represent|describe	calculate	0.1928894
different|far|variable	[timeout]	0.05748892
variability	sum	-0.04062114
participated	[timeout]	-0.05299957
2	median mode	0
sample	number	0.09094838
observations	[timeout]	-0.119301
probability	[timeout]	0.1245291
probability|likelihood|chance	probability	0.6468432
individual|single	some	-0.08090276
variable|random	[timeout]	0.08665657
variance	sum	0.1221402
represents|describes|shows	[timeout]	-0.07480666
range	range	1
dividing	[timeout]	-0.06684689
different|far|variable	diferent	0
mean|samplemean|average	mode	-0.008273236
variability	mode	-0.07712495
variance	[timeout]	-0.03662752
observations	[timeout]	-0.119301
represents|describes|shows	differences	-0.03026126
statistic	median	0.05156186
normal	[timeout]	-0.007178908
multiple|many	probable	-0.07149226
units	sum	0.0328852
probability|likelihood|chance	[timeout]	0.04769977
range	range	1
samples	sums	-0.009762799
subject|participant|participants	samples	-0.03589001
variance	unit	0.06488631
range	range	1
dividing	same	0.02198972
probability	[timeout]	0.1245291
variance	sample	0.2941584
dividing	[timeout]	-0.06684689
observations	[timeout]	-0.119301
population	statics	0.03273547
participated	participated	1
variance	unit	0.06488631
2	[timeout]	0
standarddeviation	median	0
probability|likelihood|chance	unit	-0.08081092
range	range	1
range	range	1
units	sum	0.0328852
variability	variances	0.01210428
describes|is|represents	unit	0.05238764
probability	[timeout]	0.1245291
variability	mode	-0.07712495
mean|samplemean|average	mode	-0.008273236
represents|describes|shows	[timeout]	-0.07480666
population		NA
distribution	[timeout]	-0.003612177
individual|single	[timeout]	-0.04643578
divided	[timeout]	0.09514323
samples	[timeout]	-0.02774676
sample	[timeout]	0.01504148
variability	[timeout]	-0.1216482
standarddeviation	[timeout]	0
standarddeviation	[timeout]	0
individual|single	[timeout]	-0.04643578
sample	[timeout]	0.01504148
squared	[timeout]	0.03092544
population	[timeout]	-0.03986163
population	population	1
divided	divided	1
population	population	1
observation	sample	0.07037972
individual|single	sample	0.01109423
population	population	1
density	quanity	0
sample	sample	1
mean	[timeout]	-0.03138116
distribution	observation	0.07676121
variable|random	taken	-0.03537242
divided	divided	1
density	[timeout]	0.007179775
standarddeviation	individual	0
observations	samples	0.04512589
individual|single	individual	0.8333944
observation	value	-0.04629001
represent|describe|sample	represent	0.5618359
describes|is|represents	variation	0.08930759
describes|is|represents	value	0.1591551
sample	sample	1
range|set	group	0.08196838
95	80	0
multiple|many	different	0.2016585
standarddeviation	variance	0
sample	statistic	0.1564132
describes|is|represents	[timeout]	-0.07837661
describes|is|represents	describes	0.7441715
99.7	95	0
standarderror	[timeout]	0
95	95	0
describes|is|represents	describes	0.7441715
95	95	0
standarddeviation	deviation	0
sample	statistic	0.1564132
squareroot	unit	0
observations	observation	0.5227399
squareroot	means	0
describes|is|represents	describes	0.7441715
subject|participant|participants	subjects	0.6036775
standarddeviation	units	0
sample	value	0.07095717
symmetric	[timeout]	0.03159622
subject|participant|participants	subject	0.9450604
99.7	99.7	0
describes|is|represents	value	0.1591551
standarddeviation	individual	0
describes|is|represents	describes	0.7441715
symmetric	standard deviation	-0.02289248
95	95	0
99.7	99.7	0
variability	standard deviations	-0.0701137
statistic	[timeout]	-0.02000074
measure|represent|describe	[timeout]	-0.04530828
probability	[timeout]	0.1245291
normal	[timeout]	-0.007178908
samplemean|mean	density	-0.02488231
dividing	[timeout]	-0.06684689
range|set	set	0.6705973
squared	individual	0.02687482
variable|random	[timeout]	0.08665657
subject|participant|participants	populations	-0.04253881
68	95	0
squareroot	sample	0
standarddeviation	[timeout]	0
distribution	statistic	0.05095213
sum	density	-0.002268889
characteristic	individual	0.2065384
2	2 2	0
observations	value	-0.02504346
sum	sum	1
squareroot	unit	0
variance	[timeout]	-0.03662752
68	68	0
samplemean|mean	density	-0.02488231
99.7	99.7	0
characteristic	characteristic	1
squared	individual	0.02687482
multiple|many	multiple	0.8556041
mean	set	-0.004057191
measure|represent|describe	value	0.1093046
variable|random	[timeout]	0.08665657
statistic	statistic	1
equal	opposite	0.1445492
range|set	set	0.6705973
subject|participant|participants	subject	0.9450604
observations	indivudual	-0.007381945
subject|participant|participants	subject	0.9450604
variable|random	observed	-0.04311313
1|one		NA
standarderror	density	0
squared	[timeout]	0.03092544
characteristic	statistic	-0.08826226
68	68	0
equal	equal	1
distribution	standard deviation	0.1277215
99.7	99.7	0
measure|represent|describe	measure	0.7689974
statistic	sample	0.1564132
represents|describes|shows	unit	0.0305281
sum	sum	1
squareroot	characteristic	0
range	mean	0.04283211
range|set	set	0.6705973
likelihood|probability	range	0.0691823
1	[timeout]	0
3	2	0
participated	participate	0.2836498
statistic	number	0.1059846
1	2	0
range|set	range	0.7634179
normal	normal	1
squared	smallest	0.08722101
statistic	statistic	1
range	[timeout]	0.003927464
characteristic	distribution	0.07553028
divided	dividing	0.2106339
95	99.7	0
count	sum	-0.01366364
range	range	1
99.7	99.7	0
represent|describe|sample	total	0.1686663
range	range	1
observations	numbers	-0.04742211
statistic	number	0.1059846
participated	participate	0.2836498
samples	statistics	0.128976
range	range	1
range	range	1
normal	normal	1
statistic	mean	0.07658154
squared	squared	1
variable|random	variable	0.9121205
range|set	sample	0.1380402
population	sample	0.1951308
squareroot	distribution	0
squareroot	square root	0
different|far|variable	far apart	0.2819954
statistic	statistic	1
participated	participate	0.2836498
squared	squared	1
individual|single	different	0.1370365
squareroot	square root	0
statistic	statistic	1
different|far|variable	different	0.6180547
squareroot	square root	0
statistic	statistic	1
different|far|variable	different	0.6180547
statistic	statistic	1
participated	participate	0.2836498
squareroot	square root	0
range|set	number	0.03203068
standarddeviation	number	0
statistic	statistic	1
observations	standard deviation	0.06244644
standarddeviation	standard deviation	0
squareroot	square root	0
individual|single	individual	0.8333944
squared	squared	1
statistic	statistic	1
statistic	statistic	1
range|set	range	0.7634179
squareroot	square root	0
sample	standard deviation	0.178842
squared	total	0.1057732
probability	variance	0.02452822
subject|participant|participants	subject	0.9450604
range	range	1
samplemean|mean	mean	1
mean	mean	1
individual|single	individual	0.8333944
count	range	-0.01143153
statistic	statistic	1
observations	[timeout]	-0.119301
describes|is|represents	is	0.3004219
variable|random	differenty	0
standarddeviation	standard deviation	0
density	range	0.02520213
normal	normal	1
normal	normal	1
subject|participant|participants	subject	0.9450604
normal	normal	1
variable|random	variable	0.9121205
squared	squared	1
observations	observations	1
3	3	0
standarddeviation	standard deviation	0
describes|is|represents	is	0.3004219
probability|likelihood|chance	probability	0.6468432
samplemean|mean	mean	1
squareroot	square root	0
observations	samples	0.04512589
statistic	statistic	1
normal	normal	1
probability	probability	1
count	count	1
individual|single	individual	0.8333944
sample	distribution	0.2488885
probability	probability	1
standarddeviation	standard deviation	0
sample	sample	1
squared	squared	1
expect	expect	1
variable|random	variable	0.9121205
statistic	statistic	1
normal	normal	1
squareroot	square root	0
normal	normal	1
divided	divided	1
normal	normal	1
probability|likelihood|chance	probability	0.6468432
describes|is|represents	is	0.3004219
variability	variance	0.09235277
individual|single	individual	0.8333944
distribution	distribution	1
subject|participant|participants	subject	0.9450604
samples	[timeout]	-0.02774676
population	populations	0.6250959
range|set	sample	0.1380402
variance	[timeout]	-0.03662752
probability|likelihood|chance	[timeout]	0.04769977
sample	population	0.1951308
observations	results	0.3249439
same	[timeout]	-0.04236013
mean|samplemean|average	mean	0.6045831
sample	sample	1
standarddeviation	standard error	0
mean	mean	1
samples	sample	0.5131983
density	standard deviation	0.07013468
density	density	1
units	unit	0.6995343
sample	sample	1
variability	variability	1
samples	samples	1
sample	sample	1
subject|participant|participants	participant	0.2563814
variance	[timeout]	-0.03662752
population	population	1
population	population	1
mean|samplemean|average	mean	0.6045831
divided	divided	1
mean	mean	1
variable|random	variable	0.9121205
samples	samples	1
sample	sample	1
equal	identical	0.01522648
observations	values	-0.05607055
expect	[timeout]	0.06841187
participated	participate	0.2836498
sample	sample	1
2	0 1	0
different|far|variable	much	0.07972246
2	2	0
expect	expect	1
multiple|many	many	0.5278553
